DS_ITEM	count
PLACA E PARAFUSO ALCP DE FIXAÇÃO RÍGIDA - 6123/03 PLACA ALCP PEQ FRAGMENTOS BLOQUEADA 6 FUROS X 3,3 X 98,4 MM - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
PCT - EXERESE DE RANULA OU MUCOCELE	1
BROCA DE DESBASTE CONICA CARBIDE S Ø1.6X55 REF. PA.02.03.3242	1
Exérese de rânula ou mucocele	1
SISTEMA DE PLACAS ESPECIAIS DE GRANDES E PEQUENOS FRAGMENTOS FIXAÇÃO RÍGIDA ORTOSINTESE - 1404 - PARAFUSO CORT CABEÇA ROSQ Ø 3,5X18MM - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
PLACA E PARAFUSO ALCP DE FIXAÇÃO RÍGIDA - 1364 PARAFUSO CORTICAL AUTO ROSQUEANTE 3,5 X 16 - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
TUBO DE VENTILACAO MEDICONE 1026 PAPARELLA - MEDICONE PROJETOS E SOLUÇÕES PARA A INDÚSTRIA E A SAÚDE LTDA	1
PLACA E PARAFUSO ALCP DE FIXAÇÃO RÍGIDA - 6123/02 PLACA ALCP PEQ FRAGMENTOS BLOQUEADA 5 FUROS X 3,3 X 82,2 MM - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
SISTEMA DE PLACAS ESPECIAIS DE GRANDES E PEQUENOS FRAGMENTOS FIXAÇÃO RÍGIDA ORTOSINTESE - 1405 - PARAFUSO CORT CABEÇA ROSQ Ø 3,5X20MM - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
SISTEMA BUCO MAXILO FACIAL - TRAUMEC - PA.01.03.0016 MINI PLACA RETA 6F - TRAUMEC TECNOLOGIA E IMPLANTES ORTOPÉDICOS IMP. E EXP. LTDA - EPP	1
BIO-GIDE - BIO-GIDE 30 MM X 40 MM - GEISTLICH PHARMA DO BRASIL COMERCIO E SERVIÇOS DE PRODUTOS PARA SAUDE LTDA	1
PARAFUSO CORTICAL 2,4X6 MM - TI-CROSS - REF: PA.01.03.0110	1
PLACA RETA 6F (2.4) - REF: PA.01.03.0029	1
LOCAÇAO DE EQUIPAMENTO SMARTXIDE2 LASER DE CO2 IMP.	1
Microcirurgia com uso de laser para ressecção de lesões benignas	1
PARAFUSO CORTICAL AP 2,0 X 6MM TI-CROSS-DRIVE - REF: PA.01.03.0258	1
ASPIRADOR UTERINO IPAS MVA AMIU - REF: PLUS	1
Aspiração manual intra-uterina (AMIU)	1
INTRODUTOR PARA ELETRODO - 6207-S1 - MEDTRONIC COMERCIAL LTDA	1
DAKOTA DISPOSITIVO DE EXTRAÇÃO DE CÁLCULOS EM NITINOL 1.9F-120X11MM REF: M0063905010	1
Biópsia de glândula salivar	1
PCT - BIÓPSIA (GLÂNDULA SALIVAR)	1
Coloração especial por coloração	1
17-cetogênicos (17-CGS) - pesquisa e/ou dosagem	1
Cintilografia para determinação do tempo de esvaziamento gástrico	1
Glossectomia subtotal ou total, com ou sem mandibulectomia	1
Espermograma (caracteres físicos, pH, fludificação, motilidade, vitalidade, contagem e morfologia)	1
SURGICEL FIBRILAR 5,1 X 10,2 MM - REF: 411962	1
Tireoidectomia parcial	1
SELANTE DURASEAL® EXACT INTEGRA® - PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA	1
RX - Adenóides ou cavum	1
COTONOIDE 13 X 51MM - REF. 860003	1
TAXA DE DESLOCAMENTO FORA DE  S. J. RIO PRETO	1
BAINHA DE ACESSO URETERAL - FLEXOR - FUS-095045 - HANDLE COMERCIO DE EQUIPAMENTOS MEDICOS S.A.	1
CANULA P/ BIOPSIA MEDULA OSSEA 08G X 10CM - REF: 0BL0810	1
BROCA DE DESGASTE CONICA CARBIDE S DIAM. 1,0X45 REF.PA.02.03.1217	1
SENSOR FIO GUIA - M0066703081 - BOSTON SCIENTIFIC DO BRASIL LTDA	1
STENT CONTOUR PERCUFLEX - MO061801550 - BOSTON SCIENTIFIC DO BRASIL LTDA	1
DILATADOR PARA IMPLANTE DE CATETER URETERAL ENDOMASTER - ENDO-MASTER COMÉRCIO DE EQUIPAMENTOS OPTICOS E CIENTÍFICOS LTDA - EPP	1
Sangue oculto, pesquisa nas fezes	1
Analgesia por dia subsequente. Acompanhamento de analgesia por cateter peridural	1
FAULDCITA - 100 MG/ML SOL INJ CT 5 FA VD INC X 5 ML - LIBBS FARMACÊUTICA LTDA	1
HASTES FEMORAIS INTRAMEDULARES - 47-2494-420-10 - HASTE FEMORAL RETROGRADA, LONGA 10 MM X 42 CM TI6AL4V ZNN - BIOMET 3I DO BRASIL COMERCIO DE APARELHOS MEDICOS LTDA	1
FIXADOR EXTERNO II - I38 4 400 - SUPORTE DE MONTAGEM COM BLOQUEIO 01 FURO - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
FIXADOR EXTERNO II - I27 1 423 - HASTE ROSQUEADA 120 MM - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
WOLVERINE CORONARY CUTTING BALLOON - H74939403153000 - BOSTON SCIENTIFIC DO BRASIL LTDA	1
ENDOBOTON 25MM - REF: 223410	1
FIO DE KIRSCHINER C/ PONTA TROCAR ENGATE LISO 2,0 X 300 - REF: 0131202-030	1
PATELA 03 PINOS DIAM.28 REF:0314300-028	1
EQUIPO VIA PUMP PARA BOMBA DE IRRIGAÇÃO REF. VM-04-01-01	1
COMPONENTE FEMORAL REVISAO 3 DIREITO REF 0313030-302	1
Determinação do fator RH (D), incluindo prova para D-fraco no sangue do receptor	1
SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0314131-312 - INSERTO ARTICULAR TIBIAL CCB 3/4 - 12MM - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
CANULA DE DEBRIDAÇÃO AT REF.161 12 10 05	1
COMPONENTE FEMORAL EXTRA GRANDE BKS III DIREITO - REF: 2340-07-000	1
ALUGUEL / TAXA DE MONITOR DE VÍDEO CIRÚRGICO, POR USO	1
PARAFUSO DE INTERFERENCIA TI 9 X 30 MM 2E REF 0042020-930	1
ÂNCORA COM SUTURA E APLICADOR DESCARTÁVEL - 0112115-025 - ANCHORFIX 5,0 SD-TI, 2 SUTURAS USP#2 N/ ABS. C/ AGULHAS - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
HASTES FEMORAIS INTRAMEDULARES - 47-2484-050-50 - PARAFUSO CORTICAL DE BLOQUEIO, ÂNGULO FIXO , 5.0X50MM TI6AL4V ZNN - BIOMET 3I DO BRASIL COMERCIO DE APARELHOS MEDICOS LTDA	1
MARCAPASSO IMPLANTAVEL COM TECNOLOGIA MRI SURESCAN ¿ CAMARA DUPLA REF.ATDR01	1
HASTES FEMORAIS INTRAMEDULARES - 47-2483-075-60 - PARAFUSO ESPONJOSO BLOQUEIO, ROSCA PARCIAL, 6.0X75MM TI6AL4V ZNN - BIOMET 3I DO BRASIL COMERCIO DE APARELHOS MEDICOS LTDA	1
HASTES FEMORAIS INTRAMEDULARES - 47-2483-095-60 - PARAFUSO ESPONJOSO BLOQUEIO, ROSCA PARCIAL, 6.0X95MM TI6AL4V ZNN - BIOMET 3I DO BRASIL COMERCIO DE APARELHOS MEDICOS LTDA	1
BROCAS CORTANTES, FRESAS E LÂMINAS ESTÉREIS - BIOMETAL INDÚSTRIA E COMÉRCIO EIRELI - EPP	1
CIMENTO ÓSSEO HI-FATIGUE 1X40G - REF. 00-1120-140-01	1
BAINHA INTRODUTORA DIVISIVEL PRELUDE SNAP REF. PLSS-1007	1
SONDA P/NUTRICAO ENTERAL GASTROTOMIA SILIC.20FR FLAT CREATE-CIRURGICA FERNANDES REF. 800-000-1985	1
HASTE INTRAMEDULAR BLOQUEADA UMERAL TI - 0072515-250 - HASTE INTRAMEDULAR BLOQUEADA UMERAL TI Ø8X250 - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
SISTEMA PARA ARTROPLASTIA DE JOELHO SEM RESTRIÇÃO - 0313230-300 - COMPONENTE TIBIAL REVISÃO 3 - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
FIXADOR EXTERNO II - I35 5 315 - PLACA BASE 100 MM AL - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
PROGREAT MICRO CATETER TERUMO - TERUMO MEDICAL DO BRASIL LTDA.	1
SISTEMA DE FIXAÇÃO EXTERNO ILIZAROV I01 -I20 1 300 - ARRUELA CÔNCAVA M6 - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
Osteomielite de fêmur - tratamento cirúrgico	1
CIMENTO ÓSSEO HI-FATIGUE COM GENTAMICINA - 00-1121-140-01: CIMENTO ÓSSEO HI-FATIGUE COM GENTAMICINA 1X40G - BIOMET 3I DO BRASIL COMERCIO DE APARELHOS MEDICOS LTDA	1
Cortisol livre - pesquisa e/ou dosagem	1
Fratura de osso da perna - tratamento conservador	1
Retirada de fixadores externos	1
ELEMENTO DE FIXAÇÃO ÓSSEA ESTÉRIL COM HIDROXIAPATITA - 0018660-750 - PINO ÓSSEO Ø6,0X200 RHA, ROSCA Ø6,0-5,0X50 T, ESTÉRIL - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
ALUGUEL / TAXA DE MONITOR DE VÍDEO, POR USO	1
ELEMENTO DE FIXAÇÃO ÓSSEA ESTÉRIL COM HIDROXIAPATITA - 0018660-880 - PINO ÓSSEO Ø6,0X220 RHA, ROSCA Ø6,0-5,0X80 T, ESTÉRIL - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
Fratura de falanges - tratamento conservador	1
FIXADOR EXTERNO II - I20 0 451 - ANEL 160 MM AL - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
FIXADOR EXTERNO II - I27 1 453 - HASTE ROSQUEADA 50 MM - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
Reparo ou sutura de um menisco - procedimento videoartroscópico de joelho	1
CARGA PARA ECHELON ENDOSCOPIC LINEAR - REF: GST45W	1
SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313510-040 - PINO ALONGADOR RÍGIDO DIAM.10X40MM - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
SISTEMA DE FIXAÇÃO EXTERNO ILIZAROV I01 -I20 2 310 - ARRUELA CONVEXA M6 - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
SISTEMA DE FIXAÇÃO EXTERNO ILIZAROV I01 -I20 4 330 - ARRUELA LISA M6 - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
CATETER DJ + FIO GUIA HIDROFOLICO 4,7X26CM REF 2347	1
ELEMENTO DE FIXAÇÃO ÓSSEA ESTÉRIL COM HIDROXIAPATITA - 0018660-735 - PINO ÓSSEO Ø6,0X200 RHA, ROSCA Ø6,0-5,0X35 T, ESTÉRIL - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
SISTEMA DE FIXAÇÃO EXTERNO ILIZAROV I01 -I35 7 300 - PORCA SEXTAVADA M6 - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
FIXADOR EXTERNO II - I35 7 330 - PORCA M6 TRAVANTE - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
SISTEMA DE FIXAÇÃO EXTERNO ILIZAROV I01 -I35 1 330 - PARAFUSO C/ CABEÇA SEXTAVADA M6X25 - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
FIXADOR EXTERNO II - I38 2 415 - SEMI ANEL 140 MM I2 AL - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
FIOS E PINOS IMPLANTÁVEIS - 0131431-840 - FIO IMPLANTÁVEL COM PONTA BAIONETA, ENGATE LISO Ø1,8X400 - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
SISTEMA DE FIXAÇÃO EXTERNO ILIZAROV I01 -I35 1 320 - PARAFUSO C/ CABEÇA SEXTAVADA M6X20 - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120250-28 - ABBOTT LABORATÓRIOS DO BRASIL LTDA	1
PLACA E-BUTTON DIRECT PLUS 10MM REF. 0302040-010	1
PONTEIRA DESCARTAVEL CONNECT PEN REF. 45-03-05-00 SHELL 90°	1
ROCASTONE KOBOT TIPLESS - ALLENT COMÉRCIO, IMPORTAÇÃO E DISTRIBUIÇÃO DE MATERIAIS MÉDICOS LTDA. ? ME	1
Autotransplante de dois retalhos  musculares combinados, isolados e associados entre si, ligados por um único pedículo	1
Atresia de esôfago com fístula traqueal - tratamento cirúrgico	1
ENDOPRÓTESE ABDOMINAL MINOS - MICROPORT SCIENTIFIC VASCULAR BRASIL LTDA	1
CÂNULA DE ACESSO URETERAL BI-FLEX EVO - ROUS1045ST - ALLENT COMÉRCIO, IMPORTAÇÃO E DISTRIBUIÇÃO DE MATERIAIS MÉDICOS LTDA. ? ME	1
GRAMPEADOR CURVO CORTANTE CONTOUR 40 MM - CS40G	1
PARAFUSO CORTICAL ROSQUEÁVEL 2.7X16 - REF: 122.2.16	1
CANULA VENOSA ARAMADA DUPLO ESTAGIO OVAL 32/40 FR REF.242565	1
PARAFUSO CORTICAL ROSQUEAVEL 2,7 X 14 - REF: 122.2.14	1
PARAFUSO CORTICAL ROSQUEÁVEL 2.7X18 - REF: 122.2.18	1
PARAFUSO CORTICAL ROSQUEAVEL 3,5 - REF: 105.2.14	1
PARAFUSO CORTICAL ROSQUEAVEL T15 3,5 X 16MM - REF: 105.2.16	1
CANULA ARTERIAL ARAMADA PONTA CURVA 45° - REF: 196981	1
Fraturas de fêmur - redução incruenta	1
Angiotomografia arterial pulmonar	1
CATETER BALÃO EUPHORA NC - NCEUP5012X - AUTO SUTURE DO BRASIL LTDA.	1
FIO GUIA CHOICE - 12132-01 J - BOSTON SCIENTIFIC DO BRASIL LTDA	1
FIO GUIA HIDROFÍLICO ULTRASKIN - SD-A35260 - VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA	1
INDEFLAT INSUFLADOR E MEDIDOR DE PRESSAO DE BALOES REF BM-BID-II30A	1
CANULA VENOSA ARAMADA DUPLO ESTAGIO 28/36 FR 1/2 REF:242617	1
CATETER DIAGNOSTICO ANGIOGRAFICO RADIOLOGICO - COBRA PERFORMA - 5584-E3 - BIOMEDICAL PRODUTOS CIENTIFICOS MEDICOS E HOSPITALARES S A	1
CATETER GUIA PARA ANGIOPLASTIA MEDTRONIC - LAUNCHER 6F - AUTO SUTURE DO BRASIL LTDA.	1
INTRODUTOR RADIFOCUS INTRODUCER II COM GUIA METÁLICA E AGULHA - RS*R50N10MQ - TERUMO MEDICAL DO BRASIL LTDA.	1
PRÓTESE VALVULAR BIOLÓGICA DE PERICÁRDIO BOVINO VIVERE - BRAILE BIOMEDICA INDUSTRIA COMERCIO E REPRESENTACOES LTDA	1
INTRODUTOR SCW - EPTCA MEDICAL DEVICES LTDA.	1
Artrite séptica - tratamento cirúrgico - joelho	1
XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120350-23 - ABBOTT LABORATÓRIOS DO BRASIL LTDA	1
CATETER TRIPLO LUMEN TRIO-CT - MEDCORP HOSPITALAR LTDA	1
PATCH PERICARDIO BOVINO 11 X 09CM	1
ELETRODO TRANSVENOSO IMPLANTAVEL - CAPSURE FIX NOVUS SURESCAN - REF. 5076 -52	1
Procedimento diagnóstico em peça cirúrgica ou anatômica complexa	1
Procedimento diagnóstico em grupos de linfonodos, estruturas vizinhas e margens de peças anatômicas simples ou complexas (por margem) - máximo de três margens	1
ELETRODO TRANSVENOSO IMPLANTAVEL - CAPSURE FIX NOVUS SURESCAN - REF. 5076 -58	1
TROCA VALVAR - PACOTE CIRURGIA CARDÍACA	1
KIT CANULA ADULTO - REF: 3829	1
RESERVATORIO COM AGENTE GELIFICANTE DE 300 ML RENASYS TOUCH REF.66801273	1
Tratamento cirúrgico do mal perfurante plantar	1
HEMOCONCENTRADOR CIRC. EXTRACORPOREA H-500 REF.237792	1
CLIP TITANIUM PEQUENO HORIZON VERMELHO - REF: 1201	1
FILTRO DE LINHA ARTERIAL ADULTO - REF: 56016	1
Implante de marca-passo temporário à beira do leito	1
ELETRODO E INTRODUTOR 5FR PARA MARCAPASSO TEMPORARIO - REF: 24.TPLS15-1	1
RESERVATORIO DE CARDIOTOMIA 4000 - REF: 124690	1
DRENO DE SUCCAO 3,2 MM ( PORTO VAC )	1
DIÁRIA DE  UTI NEONATAL	1
Estudo hemodinâmico das cardiopatias congênitas  estruturalmente  complexas (menos: CIA, CIV, PCA, Co, AO, estenose aórtica e pulmonar isoladas)	1
RESERVATORIO DE CARDIOPLEGIA REF. 209649	1
CATETER VENOSO CENTRAL MONO LÚMEN NOVOCENT PRÓ - CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA	1
OXIGENADOR MEMBRANA ADULTO - REF: 167774	1
CLIP TITANIUM MEDIO HORIZON AZUL - REF: 2200	1
TRANSDUTOR DE PRESSAO - MODELO MX960	1
BUNDLE BRONCOSCOPIA COM OU SEM ASPIRADO OU LAVADO BRONQUICO BILATERAL + ANESTESIA	1
PARAFUSO NAO CANULADO PARA USO EM PEQUENOS FRAGMENTOS HEXAGON - PARAFUSO CORTICAL 3.5MM, COMPRIMENTO DE 10 A 50MM - 10416 - HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA	1
CONJUNTO DE CATETER ARTERIAL SELDICATH® PU - JBD PRODUTOS MÉDICOS LTDA - EPP	1
FAMILIA DE PLACAS ESPECIAIS DIAFISO-EPIFISARIAS SEM FIXACAO RIGIDA PARA USO EM PEQUENOS E GRANDES FRAGMENTOS - HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA	1
Implante de anel intra-estromal	1
Uretroplastia posterior	1
Quantiferon tb gold test	1
CATETER FOGARTY PARA EMBOLECTOMIA ARTERIAL EDWARDS - 120804F - EDWARDS LIFESCIENCES COMÉRCIO DE PRODUTOS MÉDICO-CIRÚRGICOS LTDA	1
CATETER FOGARTY PARA EMBOLECTOMIA ARTERIAL EDWARDS - 120602F - EDWARDS LIFESCIENCES COMÉRCIO DE PRODUTOS MÉDICO-CIRÚRGICOS LTDA	1
MANIPULADOR UTERINO VCARE 34MM DESCARTAVEL IMP.	1
EVACUADOR DE ELLIK REF. 730-125	1
XTANDI - 40MG CAP MOLE BOLS AL BL AL PLAS TRANS X 120 - ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.	1
Retirada de corpo estranho do esôfago, estômago ou duodeno	1
Bartonella, anticorpos IgM	1
XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120300-23 - ABBOTT LABORATÓRIOS DO BRASIL LTDA	1
Pulsoterapia intravenosa (por sessão) - hospitalar	1
ROCAMED ROCAWIRE PLATINUM - INOVAMÉDICA COMÉRCIO DE PRODUTOS MÉDICOS LTDA - EPP	1
PEMETREXEDE - 500 MG PO LIOF INJ IV CT 1 FA VD INC X 30 ML  - GLENMARK FARMACÊUTICA LTDA	1
Creatino fosfoquinase - fração MB - massa - pesquisa e/ou dosagem	1
Grupo sanguíneo ABO e RH - gel teste - pesquisa	1
Exames imunohematológicos em recém-nascidos: tipificação ABO e RH, pesquisa de D fraco RH(D) e prova da antiglobulina direta	1
PARAFUSO FENDA CRUZ EM TITANIO 1,5 X 10MM - REF: 1.36.15.03.06.010	1
Teste de Coombs direto - mono específico (IgG, IgA, C3, C3D, Poliv. - AGH) - gel teste	1
CIMENTO ÓSSEO COM ANTIBIÓTICO GT-MAXX - 101.007.04020 - CIMENTO GT-MAXX - CIMTECH INDÚSTRIA, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS ORTOPÉDICOS LTDA.	1
Pesquisa de anticorpos séricos irregulares antieritrocitários - em tubo	1
Pesquisa de anticorpos séricos irregulares antieritrocitários - método de eluição - em tubo	1
Identificação de anticorpos séricos irregulares antieritrocitários com painel de hemácias - gel liss	1
Identificação de anticorpos séricos irregulares antieritrocitários - painel de hemácias enzimático	1
Identificação de anticorpos séricos irregulares antieritrocitários - método de eluição	1
Assistência ao trabalho de parto, por hora (até o limite de 6 horas). Não deverá ser considerado se o parto ocorrer na primeira hora após o início da assistência. Após a primeira hora, além da assistência, remunera-se o parto (via baixa ou cesariana).	1
Uretrotomia interna	1
OXALIPLATINA - 100 MG PÓ LIOF P/ SOL INJ CT 10 FA VD INC - EUROFARMA LABORATÓRIOS S.A.	1
ZELBORAF - 240 MG COM REV CT BL AL AL X 56 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.	1
PLACA E PARAFUSO ALCP DE FIXAÇÃO RÍGIDA - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
Fasciotomia	1
BLEED STP+ - 460050000 - DMC IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS LTDA.	1
CÂMARA HIPERBÁRICA, POR USO/SESSÃO	1
Elastase pancreática fecal	1
HASTE INTRAM. BLOQUEADATROCANTERICA CE130 DIAM.10X240 REF. 0071640-240	1
Medula óssea, aspiração para mielograma ou microbiológico	1
Imobilização de membro inferior	1
Fratura e/ou luxações do pé (exceto antepé) - tratamento cirúrgico	1
Tenorrafia múltipla em outras regiões	1
VERZENIOS - 50 MG COM REV CT BL AL AL X 30 - ELI LILLY DO BRASIL LTDA	1
Cintilografia pulmonar (perfusão)	1
PLACA E PARAFUSO ALCP DE FIXAÇÃO RÍGIDA - 1379 PARAFUSO CORTICAL AUTO ROSQUEANTE 3,5 X 55 - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
Uretroplastia anterior	1
PLACA E PARAFUSO ALCP DE FIXAÇÃO RÍGIDA - 1363 PARAFUSO CORTICAL AUTO ROSQUEANTE 3,5 X 14 - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
PARAFUSO CORTICAL AUTO ROSQUEANTE DE BLOQUEIO 3,5 X 14MM TITANIO - REF: 1402	1
SISTEMA DE PLACAS ESPECIAIS DE GRANDES E PEQUENOS FRAGMENTOS FIXAÇÃO RÍGIDA ORTOSINTESE - 1401 - PARAFUSO CORT CABEÇA ROSQ Ø 3,5X12MM - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
Procedimento diagnóstico em revisão de lâminas ou cortes histológicos seriados	1
PLACA E PARAFUSO ALCP DE FIXAÇÃO RÍGIDA - 1345 PARAFUSO CORTICAL 2,7 X 20 MM - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
PARAFUSO CANULADO - 1.36.40.20.19.030 PARAFUSO CANULADO CÔNICO Ø 4.0 MM ? 30.0 MM - TORIDE INDÚSTRIA E COMÉRCIO LTDA - EPP	1
PLACA E PARAFUSO ALCP DE FIXAÇÃO RÍGIDA - 6133/11 PLACA TUBULAR 12 FUROS X 1,6 X 143 MM - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
FIOS E PINOS RIGIDOS NÃO ABSORVÍVEIS METÁLICOS - MINAS MED - 2.13.15/300-FIO TIPO KIRSCHENNER Ø 1.5 X 300 MM - MINASMED INDÚSTRIA E COMÉRCIO DE FIXADORES ORTOPÉDICOS E IMPLANTES LTDA EPP	1
Lesões vasculares de membro inferior ou superior - unilateral	1
JAK2 (gene), detecção das mutações por PCR	1
CATETER FOGARTY PARA EMBOLECTOMIA ARTERIAL EDWARDS - 120803F - EDWARDS LIFESCIENCES COMÉRCIO DE PRODUTOS MÉDICO-CIRÚRGICOS LTDA	1
Hemorragia da loja prostática - evacuação e irrigação	1
DIÁRIA COMPACTA DE UTI ADULTO GERAL	1
Laceração anorretal - tratamento cirúrgico por via perineal	1
INTRODUTOR RADIFOCUS INTRODUCER II COM GUIA METALICA E AGULHA REF. RS*R80N10MQ	1
BARRA LISA P/ PARAFUSO PEDICOL PLUS 5,5 X 50MM REF: 04.03.06.55050	1
MATRIZ HEMOSTATICA SURGIFLO REF. MS0010 IMP.	1
PARAFUSO PEDICOL PLUS MONOAXIAL 6,5 X 45MM - REF: 04.24.60.65045	1
SELANTE DURAL ADHERUS AUTOSPRAY - REF: NUS-206	1
Densitometria óssea (um segmento)	1
TAGRISSO - 80 MG COM REV CT BL AL AL X 30 - ASTRAZENECA DO BRASIL LTDA	1
FIO GUIA TRAXCESS 14 - GW1420040X - ENDOTEC PRODUTOS MÉDICOS LTDA	1
LONSURF - (15,0 + 6,14) MG COM REV CT BL AL AL X 60 - LABORATÓRIOS SERVIER DO BRASIL LTDA	1
INTRODUTOR - TERUMO - RSR80N10MQ - TERUMO MEDICAL DO BRASIL LTDA.	1
DISPOSITIVO PARA SELAMENTO DE PUNÇÃO HEMOSTÁTICA ANGIO-SEAL¿ VIP (8F) - REF. 610133	1
LONSURF - (20,0 + 8,19) MG COM REV CT BL AL AL X 20 - LABORATÓRIOS SERVIER DO BRASIL LTDA	1
MICROGUIA HIDROFILICO TRAXCESS 0,14 X 200CM REF. GW1420040	1
VERZENIOS - 150 MG COM REV CT BL AL AL X 30 - ELI LILLY DO BRASIL LTDA	1
SOFIA - CATETER DE ACESSO DISTAL - REF. DA6115ST	1
DISPOSITIVO PARA SELAMENTO DE PUNÇÃO HEMOSTÁTICA ANGIO-SEAL STS PLUS (8F) - TERUMO MEDICAL DO BRASIL LTDA.	1
STENT FRED REDIRECIONAMENTO DE FLUXO 4,0 X 12MM - REF: FRED4012	1
IFOSFAMIDA - 1 G PO P/ PRE EXT INJ CT 10 FA VD INC  - EUROFARMA LABORATÓRIOS S.A.	1
VERZENIOS - 100 MG COM REV CT BL AL AL X 30 - ELI LILLY DO BRASIL LTDA	1
Alfa-fetoproteína - pesquisa e/ou dosagem	1
ENXERTO OSSEO HAP-91 10 MESH 5 GRAMAS REF:9150CC	1
EPÓSIDO - 20 MG/ML SOL INJ CT 10 FA VD INC X 5 ML - BLAU FARMACÊUTICA S.A.	1
Colocação de stent em tronco supra-aórtico	1
CATETER GUIA CHAPERON - ENDOTEC PRODUTOS MÉDICOS LTDA	1
STENT CASPER - STENT PARA ARTÉRIA CARÓTIDA - ENDOTEC PRODUTOS MÉDICOS LTDA	1
CAGE INTERSOMATICO TRANSFORAMINAL 10MM PEEK OPTIMA FUSIMAX TLP REF: 04.36.27.00010	1
FRESA CRANIOTOMO 1,60 X 16,0 ER - 07 - REF. 12.5.0716.016E	1
Instalação de cateter para monitorização hemodinâmica à beira do leito (Swan-Ganz)	1
BETA-PRO REF. 03-00307/08	1
MICRO PLACA REDONDA 22 MM ESPESSURA 0.6 MM REF: 167152806027	1
Dosagem fecal de calprotectina	1
REVLIMID - 10 MG CAP DURA CT BL AL PLAS TRANS X 28 - CELGENE BRASIL PRODUTOS FARMACÊUTICOS LTDA.	1
ELETRODO M. PASSO EXTERNO P/ DESFIBRILADOR DESCARTAVEL - REF: M3713A	1
Coleta de biópsia de medula óssea por agulha	1
CANULA P/ BIOPSIA MEDULA OSSEA 13G X 10CM - REF: 0BL1310	1
Transposição única de tendão	1
DEXAMETASONA - 4 MG COM CT BL AL PLAS AMB X 10 - LABORATÓRIO TEUTO BRASILEIRO S/A	1
Artrodese de coluna via anterior ou póstero lateral - tratamento cirúrgico	1
CAGE INTERSOMATICO - PARAFUSO PARA CAGE INTERSOMATICO ANTERIOR FUSIMAX Ø 4,5 X 30 MM - REF. 04.43.05.45030	1
CAGE INTERSOMATICO - CAGE INTERSOMATICO ANTERIOR FUSIMAX TI 10° ¿ 14X20 MM - REF. 04.36.11.14020	1
Craniotomia para tumores ósseos	1
